timestamp,CPU load in % for core FSP-1253
2017-06-21T16:39:29.483006Z,3.1
2017-06-21T16:39:30.483005Z,3.1
2017-06-21T16:39:31.483005Z,3.1
2017-06-21T16:39:26.570008Z,1.93
2017-06-21T16:39:12.570014Z,1.94
2017-06-21T16:39:13.570015Z,1.93
2017-06-21T16:39:14.570015Z,1.93
2017-06-21T16:39:15.570008Z,1.93
2017-06-21T16:39:16.570008Z,1.93
2017-06-21T16:39:37.483006Z,3.1
2017-06-21T16:39:38.483006Z,3.1
2017-06-21T16:39:39.483006Z,3.1
2017-06-21T16:39:40.483007Z,3.2
2017-06-21T16:39:41.483007Z,3.3
2017-06-21T16:39:42.483006Z,3.3
2017-06-21T16:39:43.483006Z,3.3
2017-06-21T16:39:44.483006Z,3.3
2017-06-21T16:39:45.483006Z,3.3
2017-06-21T16:39:46.483006Z,3.3
2017-06-21T16:39:47.483006Z,3.3
2017-06-21T16:39:48.483006Z,3.3
2017-06-21T16:39:49.483006Z,3.3
2017-06-21T16:39:50.483006Z,3.3
2017-06-21T16:39:51.483006Z,3.3
2017-06-21T16:39:52.483006Z,3.3
2017-06-21T16:39:53.483006Z,3.3
2017-06-21T16:39:54.483006Z,3.3
2017-06-21T16:39:55.483007Z,4.3
2017-06-21T16:39:56.483008Z,4.8
0001-01-01T00:00:11.202752Z,1.93
0001-01-01T00:00:12.202746Z,1.94
0001-01-01T00:00:13.202746Z,1.94
0001-01-01T00:00:14.202746Z,1.94
0001-01-01T00:00:15.202746Z,1.94
0001-01-01T00:00:16.202746Z,1.94
0001-01-01T00:00:17.202746Z,1.94
0001-01-01T00:00:18.202746Z,1.93
0001-01-01T00:00:19.202746Z,1.94
0001-01-01T00:00:20.202746Z,1.94
2017-06-21T16:39:19.570008Z,1.93
2017-06-21T16:39:20.570008Z,1.94
2017-06-21T16:39:21.570008Z,1.94
2017-06-21T16:39:22.570008Z,1.93
2017-06-21T16:39:23.570008Z,1.93
