timestamp,CPU load in % for core VM-1170
2017-06-21T16:37:17.944786Z,1.7
2017-06-21T16:37:18.506791Z,0.7
2017-06-21T16:37:18.508961Z,1.5
2017-06-21T16:37:18.944797Z,1.6
2017-06-21T16:37:19.507798Z,0.9
2017-06-21T16:37:19.508961Z,1.5
2017-06-21T16:37:19.944793Z,1.6
2017-06-21T16:37:20.506796Z,0.8
2017-06-21T16:37:20.508961Z,1.5
2017-06-21T16:37:20.944802Z,1.6
2017-06-21T16:37:21.507804Z,0.8
2017-06-21T16:37:21.508961Z,1.5
2017-06-21T16:37:21.944812Z,1.6
2017-06-21T16:37:22.507814Z,0.8
2017-06-21T16:37:22.508962Z,1.5
2017-06-21T16:37:22.944809Z,1.6
2017-06-21T16:37:23.506811Z,0.9
2017-06-21T16:37:23.508961Z,1.5
2017-06-21T16:37:23.944817Z,1.6
2017-06-21T16:37:24.506820Z,0.8
2017-06-21T16:37:24.508961Z,1.5
2017-06-21T16:37:24.944827Z,1.6
2017-06-21T16:37:25.506841Z,0.9
2017-06-21T16:37:25.508961Z,1.5
2017-06-21T16:37:25.944841Z,1.6
2017-06-21T16:37:26.506854Z,1.0
2017-06-21T16:37:26.508962Z,1.5
2017-06-21T16:37:26.944869Z,1.6
2017-06-21T16:37:27.506883Z,0.9
2017-06-21T16:37:27.508962Z,1.5
2017-06-21T16:37:27.944899Z,1.6
2017-06-21T16:37:28.506910Z,0.9
2017-06-21T16:37:28.508962Z,1.5
2017-06-21T16:37:28.944911Z,1.6
2017-06-21T16:37:29.506923Z,0.9
2017-06-21T16:37:29.508961Z,1.5
2017-06-21T16:37:29.944937Z,1.6
2017-06-21T16:37:30.506950Z,0.9
2017-06-21T16:37:30.508961Z,1.5
2017-06-21T16:37:30.944963Z,1.6
2017-06-21T16:37:31.506976Z,0.9
2017-06-21T16:37:31.508961Z,1.5
2017-06-21T16:37:31.944977Z,1.6
2017-06-21T16:37:32.506989Z,0.8
2017-06-21T16:37:32.508961Z,1.5
2017-06-21T16:37:32.945003Z,1.6
2017-06-21T16:37:33.507016Z,0.8
2017-06-21T16:37:33.508961Z,1.6
2017-06-21T16:37:33.945035Z,1.8
2017-06-21T16:37:34.508962Z,1.8
2017-06-21T16:37:34.512042Z,1.2
2017-06-21T16:37:34.945039Z,2.0
2017-06-21T16:37:35.508064Z,0.4
2017-06-21T16:37:35.508961Z,1.6
2017-06-21T16:37:35.945067Z,1.7
2017-06-21T16:37:36.507079Z,0.7
2017-06-21T16:37:36.508961Z,1.5
2017-06-21T16:37:36.945092Z,1.7
2017-06-21T16:37:37.507103Z,0.7
2017-06-21T16:37:37.508961Z,1.5
2017-06-21T16:37:37.945104Z,1.7
2017-06-21T16:37:38.507116Z,0.7
2017-06-21T16:37:38.508961Z,1.5
2017-06-21T16:37:38.945129Z,1.7
2017-06-21T16:37:39.508138Z,0.7
2017-06-21T16:37:39.508961Z,1.5
2017-06-21T16:37:39.945154Z,1.7
2017-06-21T16:37:40.507164Z,0.7
2017-06-21T16:37:40.508961Z,1.5
2017-06-21T16:37:40.945165Z,1.7
2017-06-21T16:37:41.507175Z,0.7
2017-06-21T16:37:41.508961Z,1.5
2017-06-21T16:37:41.944226Z,1.6
2017-06-21T16:37:42.507199Z,0.8
2017-06-21T16:37:42.508961Z,1.5
2017-06-21T16:37:42.944227Z,1.6
2017-06-21T16:37:43.507223Z,0.8
2017-06-21T16:37:43.508961Z,1.5
2017-06-21T16:37:43.944228Z,1.6
2017-06-21T16:37:44.508245Z,0.8
2017-06-21T16:37:44.508961Z,1.5
2017-06-21T16:37:44.944249Z,1.6
2017-06-21T16:37:45.507257Z,0.7
2017-06-21T16:37:45.508961Z,1.5
2017-06-21T16:37:45.944272Z,1.6
2017-06-21T16:37:46.507280Z,0.8
2017-06-21T16:37:46.508961Z,1.5
2017-06-21T16:37:46.944283Z,1.6
2017-06-21T16:37:47.507290Z,0.8
2017-06-21T16:37:47.508961Z,1.5
2017-06-21T16:37:47.944306Z,1.6
2017-06-21T16:37:48.507313Z,0.8
2017-06-21T16:37:48.508961Z,1.5
2017-06-21T16:37:48.944328Z,1.6
2017-06-21T16:37:49.507336Z,0.7
2017-06-21T16:37:49.508962Z,1.5
2017-06-21T16:37:49.944338Z,1.6
2017-06-21T16:37:50.507345Z,0.8
2017-06-21T16:37:50.508961Z,1.5
2017-06-21T16:37:50.944358Z,1.6
2017-06-21T16:37:51.507368Z,0.7
2017-06-21T16:37:51.508961Z,1.5
2017-06-21T16:37:51.944383Z,1.6
2017-06-21T16:37:52.508963Z,1.5
2017-06-21T16:37:52.509387Z,0.8
2017-06-21T16:37:52.944390Z,1.6
2017-06-21T16:37:53.507400Z,0.8
2017-06-21T16:37:53.508961Z,1.5
2017-06-21T16:37:53.944412Z,1.6
2017-06-21T16:37:54.507421Z,0.8
2017-06-21T16:37:54.508961Z,1.5
2017-06-21T16:37:54.944435Z,1.6
2017-06-21T16:37:55.507443Z,0.8
2017-06-21T16:37:55.508961Z,1.5
2017-06-21T16:37:55.944444Z,1.6
2017-06-21T16:37:56.507451Z,0.8
2017-06-21T16:37:56.508961Z,1.5
2017-06-21T16:37:56.944463Z,1.7
2017-06-21T16:37:57.508472Z,0.7
2017-06-21T16:37:57.508961Z,1.5
2017-06-21T16:37:57.944487Z,1.7
2017-06-21T16:37:58.508492Z,0.7
2017-06-21T16:37:58.508961Z,1.5
2017-06-21T16:37:58.944495Z,1.6
2017-06-21T16:37:59.508514Z,0.7
2017-06-21T16:37:59.508961Z,1.5
2017-06-21T16:37:59.944516Z,1.7
2017-06-21T16:38:00.508521Z,0.7
2017-06-21T16:38:00.508961Z,1.5
2017-06-21T16:38:00.944536Z,1.6
2017-06-21T16:38:01.507544Z,0.7
2017-06-21T16:38:01.508971Z,1.5
2017-06-21T16:38:01.944545Z,1.6
2017-06-21T16:38:02.507552Z,0.8
2017-06-21T16:38:02.508962Z,1.5
2017-06-21T16:38:02.944565Z,1.6
2017-06-21T16:38:03.507571Z,0.7
2017-06-21T16:38:03.508962Z,1.5
2017-06-21T16:38:03.944586Z,1.6
2017-06-21T16:38:04.507593Z,0.8
2017-06-21T16:38:04.508961Z,1.5
2017-06-21T16:38:04.944592Z,1.6
2017-06-21T16:38:05.507600Z,0.8
2017-06-21T16:38:05.508962Z,1.5
2017-06-21T16:38:05.944612Z,1.6
2017-06-21T16:38:06.507620Z,0.8
2017-06-21T16:38:06.508961Z,1.5
2017-06-21T16:38:06.944632Z,1.6
2017-06-21T16:38:07.507640Z,0.8
2017-06-21T16:38:07.508961Z,1.5
2017-06-21T16:38:07.944639Z,1.6
2017-06-21T16:38:08.507660Z,0.8
2017-06-21T16:38:08.508962Z,1.5
2017-06-21T16:38:08.944659Z,1.6
2017-06-21T16:38:09.507666Z,0.9
2017-06-21T16:38:09.508961Z,1.5
2017-06-21T16:38:09.944679Z,1.6
2017-06-21T16:38:10.507686Z,0.8
2017-06-21T16:38:10.508961Z,1.5
2017-06-21T16:38:10.944683Z,1.6
2017-06-21T16:38:11.507705Z,0.8
2017-06-21T16:38:11.508962Z,1.5
2017-06-21T16:38:11.944704Z,1.6
2017-06-21T16:38:12.506713Z,0.8
2017-06-21T16:38:12.508962Z,1.5
2017-06-21T16:38:12.944723Z,1.6
2017-06-21T16:38:13.506732Z,0.9
2017-06-21T16:38:13.508961Z,1.5
2017-06-21T16:38:13.944730Z,1.6
2017-06-21T16:38:14.506738Z,0.9
2017-06-21T16:38:14.508961Z,1.5
2017-06-21T16:38:14.944749Z,1.6
2017-06-21T16:38:15.506757Z,0.9
2017-06-21T16:38:15.508961Z,1.5
2017-06-21T16:38:15.944767Z,1.6
2017-06-21T16:38:16.507775Z,0.9
2017-06-21T16:38:16.508961Z,1.5
2017-06-21T16:38:16.944772Z,1.6
2017-06-21T16:38:17.507792Z,0.9
2017-06-21T16:38:17.508961Z,1.5
2017-06-21T16:38:17.944791Z,1.6
2017-06-21T16:38:18.506799Z,0.9
2017-06-21T16:38:18.508961Z,1.5
2017-06-21T16:38:18.944810Z,1.6
2017-06-21T16:38:19.506818Z,0.8
2017-06-21T16:38:19.508961Z,1.5
2017-06-21T16:38:19.944815Z,1.6
2017-06-21T16:38:20.507835Z,0.9
2017-06-21T16:38:20.508961Z,1.5
2017-06-21T16:38:20.944833Z,1.6
2017-06-21T16:38:21.506841Z,0.8
2017-06-21T16:38:21.508961Z,1.5
2017-06-21T16:38:21.944851Z,1.6
2017-06-21T16:38:22.506860Z,0.9
2017-06-21T16:38:22.508962Z,1.5
2017-06-21T16:38:22.944856Z,1.6
2017-06-21T16:38:23.506864Z,0.9
2017-06-21T16:38:23.508961Z,1.5
2017-06-21T16:38:23.944874Z,1.6
2017-06-21T16:38:24.506883Z,0.8
2017-06-21T16:38:24.508961Z,1.5
2017-06-21T16:38:24.944892Z,1.6
2017-06-21T16:38:25.506901Z,0.9
2017-06-21T16:38:25.508962Z,1.5
2017-06-21T16:38:25.944896Z,1.6
2017-06-21T16:38:26.506904Z,0.9
2017-06-21T16:38:26.508961Z,1.5
2017-06-21T16:38:26.944914Z,1.6
2017-06-21T16:38:27.506922Z,0.9
2017-06-21T16:38:27.508962Z,1.5
2017-06-21T16:38:27.944931Z,1.6
2017-06-21T16:38:28.506940Z,0.8
2017-06-21T16:38:28.508961Z,1.5
2017-06-21T16:38:28.944934Z,1.6
2017-06-21T16:38:29.506945Z,0.9
2017-06-21T16:38:29.508962Z,1.5
2017-06-21T16:38:29.944953Z,1.6
2017-06-21T16:38:30.506963Z,0.8
2017-06-21T16:38:30.508961Z,1.5
2017-06-21T16:38:30.944969Z,1.6
2017-06-21T16:38:31.506979Z,1.0
2017-06-21T16:38:31.508961Z,1.5
2017-06-21T16:38:31.944974Z,1.6
2017-06-21T16:38:32.507995Z,0.9
2017-06-21T16:38:32.508961Z,1.5
2017-06-21T16:38:32.944992Z,1.6
2017-06-21T16:38:33.507000Z,0.8
2017-06-21T16:38:33.508961Z,1.6
2017-06-21T16:38:33.945009Z,1.6
2017-06-21T16:38:34.507016Z,0.8
2017-06-21T16:38:34.508961Z,1.6
2017-06-21T16:38:34.945012Z,1.7
2017-06-21T16:38:35.507020Z,1.0
2017-06-21T16:38:35.508961Z,1.8
2017-06-21T16:38:35.945035Z,2.0
2017-06-21T16:38:36.508963Z,1.8
2017-06-21T16:38:36.509042Z,1.1
2017-06-21T16:38:36.945061Z,2.0
2017-06-21T16:38:37.507052Z,0.3
2017-06-21T16:38:37.508962Z,1.6
2017-06-21T16:38:37.945049Z,1.8
2017-06-21T16:38:38.508962Z,1.5
2017-06-21T16:38:38.510064Z,0.7
2017-06-21T16:38:38.945066Z,1.7
2017-06-21T16:38:39.507073Z,0.7
2017-06-21T16:38:39.508961Z,1.5
2017-06-21T16:38:39.945081Z,1.7
2017-06-21T16:38:40.508087Z,0.7
2017-06-21T16:38:40.508961Z,1.5
2017-06-21T16:38:40.945084Z,1.7
2017-06-21T16:38:41.507092Z,0.7
2017-06-21T16:38:41.508961Z,1.5
2017-06-21T16:38:41.945102Z,1.7
2017-06-21T16:38:42.508962Z,1.5
2017-06-21T16:38:42.510117Z,0.7
2017-06-21T16:38:42.945116Z,1.7
2017-06-21T16:38:43.507124Z,0.7
2017-06-21T16:38:43.508961Z,1.5
2017-06-21T16:38:43.945121Z,1.6
2017-06-21T16:38:44.507128Z,0.7
2017-06-21T16:38:44.508961Z,1.5
2017-06-21T16:38:44.945137Z,1.6
2017-06-21T16:38:45.507144Z,0.7
2017-06-21T16:38:45.508961Z,1.5
2017-06-21T16:38:45.945153Z,1.6
2017-06-21T16:38:46.507160Z,0.7
2017-06-21T16:38:46.508961Z,1.5
2017-06-21T16:38:46.945155Z,1.6
2017-06-21T16:38:47.507162Z,0.7
2017-06-21T16:38:47.508962Z,1.5
2017-06-21T16:38:47.945170Z,1.7
2017-06-21T16:38:48.508177Z,0.7
2017-06-21T16:38:48.508961Z,1.5
2017-06-21T16:38:48.945186Z,1.6
2017-06-21T16:38:49.507194Z,0.7
2017-06-21T16:38:49.508961Z,1.5
2017-06-21T16:38:49.945190Z,1.7
2017-06-21T16:38:50.508208Z,0.7
2017-06-21T16:38:50.508961Z,1.5
2017-06-21T16:38:50.945206Z,1.6
2017-06-21T16:38:51.507211Z,0.7
2017-06-21T16:38:51.508961Z,1.5
2017-06-21T16:38:51.944228Z,1.6
2017-06-21T16:38:52.508226Z,0.8
2017-06-21T16:38:52.508961Z,1.5
2017-06-21T16:38:52.944232Z,1.7
2017-06-21T16:38:53.508962Z,1.5
2017-06-21T16:38:53.509239Z,0.7
2017-06-21T16:38:53.944242Z,1.7
2017-06-21T16:38:54.507245Z,0.7
2017-06-21T16:38:54.508961Z,1.5
2017-06-21T16:38:54.944254Z,1.7
2017-06-21T16:38:55.507261Z,0.8
2017-06-21T16:38:55.508961Z,1.5
2017-06-21T16:38:55.944260Z,1.7
2017-06-21T16:38:56.507276Z,0.7
2017-06-21T16:38:56.508961Z,1.5
2017-06-21T16:38:56.944272Z,1.7
2017-06-21T16:38:57.507277Z,0.7
2017-06-21T16:38:57.508961Z,1.5
2017-06-21T16:38:57.944289Z,1.7
2017-06-21T16:38:58.507293Z,0.7
2017-06-21T16:38:58.508961Z,1.5
2017-06-21T16:38:58.944291Z,1.6
2017-06-21T16:38:59.508307Z,0.7
2017-06-21T16:38:59.508961Z,1.5
2017-06-21T16:38:59.944306Z,1.7
2017-06-21T16:39:00.508962Z,1.5
2017-06-21T16:39:00.509306Z,0.7
2017-06-21T16:39:00.944321Z,1.6
2017-06-21T16:39:01.508323Z,0.8
2017-06-21T16:39:01.508961Z,1.5
2017-06-21T16:39:01.944322Z,1.6
2017-06-21T16:39:02.508963Z,1.5
2017-06-21T16:39:02.509336Z,0.8
2017-06-21T16:39:02.944336Z,1.7
2017-06-21T16:39:03.507341Z,0.7
2017-06-21T16:39:03.508961Z,1.5
2017-06-21T16:39:03.944352Z,1.7
2017-06-21T16:39:04.508355Z,0.7
2017-06-21T16:39:04.508961Z,1.5
2017-06-21T16:39:04.944354Z,1.6
2017-06-21T16:39:05.507371Z,0.7
2017-06-21T16:39:05.508961Z,1.5
2017-06-21T16:39:05.944368Z,1.6
2017-06-21T16:39:06.507372Z,0.7
2017-06-21T16:39:06.508961Z,1.5
2017-06-21T16:39:06.944382Z,1.6
2017-06-21T16:39:07.508385Z,0.7
2017-06-21T16:39:07.508961Z,1.5
2017-06-21T16:39:07.944385Z,1.6
2017-06-21T16:39:08.508401Z,0.7
2017-06-21T16:39:08.508961Z,1.5
2017-06-21T16:39:08.944399Z,1.7
2017-06-21T16:39:09.508401Z,0.7
2017-06-21T16:39:09.508961Z,1.5
2017-06-21T16:39:09.944412Z,1.7
2017-06-21T16:39:10.507417Z,0.7
2017-06-21T16:39:10.508961Z,1.5
2017-06-21T16:39:10.944415Z,1.6
2017-06-21T16:39:11.507432Z,0.7
2017-06-21T16:39:11.508961Z,1.5
2017-06-21T16:39:11.944428Z,1.7
2017-06-21T16:39:12.507433Z,0.7
2017-06-21T16:39:12.508961Z,1.5
2017-06-21T16:39:12.944445Z,1.7
2017-06-21T16:39:13.507447Z,0.7
2017-06-21T16:39:13.508961Z,1.5
2017-06-21T16:39:13.944445Z,1.7
2017-06-21T16:39:14.508460Z,0.7
2017-06-21T16:39:14.508961Z,1.5
2017-06-21T16:39:14.944458Z,1.7
2017-06-21T16:39:15.507463Z,0.7
2017-06-21T16:39:15.508961Z,1.5
2017-06-21T16:39:15.944473Z,1.7
2017-06-21T16:39:16.508962Z,1.5
2017-06-21T16:39:16.509473Z,0.7
2017-06-21T16:39:16.944476Z,1.7
2017-06-21T16:39:36.944763Z,3.8
2017-06-21T16:39:37.507774Z,0.8
2017-06-21T16:39:37.508976Z,3.4
2017-06-21T16:39:37.944776Z,3.8
2017-06-21T16:39:38.506804Z,0.6
2017-06-21T16:39:38.508960Z,3.7
2017-06-21T16:39:38.944807Z,4.3
2017-06-21T16:39:39.506819Z,0.6
2017-06-21T16:39:39.508960Z,3.5
2017-06-21T16:39:39.944832Z,4.0
2017-06-21T16:39:40.506846Z,0.6
2017-06-21T16:39:40.508960Z,3.5
2017-06-21T16:39:40.944848Z,3.8
2017-06-21T16:39:41.506874Z,0.5
2017-06-21T16:39:41.508960Z,3.5
2017-06-21T16:39:41.944876Z,3.9
2017-06-21T16:39:42.506888Z,0.5
2017-06-21T16:39:42.508960Z,3.5
2017-06-21T16:39:42.944903Z,3.9
2017-06-21T16:39:43.506915Z,0.5
2017-06-21T16:39:43.508960Z,3.5
2017-06-21T16:39:43.944916Z,3.9
2017-06-21T16:39:44.508960Z,3.5
2017-06-21T16:39:44.509936Z,0.4
2017-06-21T16:39:44.944941Z,3.9
2017-06-21T16:39:45.506955Z,0.5
2017-06-21T16:39:45.508960Z,3.4
2017-06-21T16:39:45.944970Z,3.8
2017-06-21T16:39:46.506981Z,0.5
2017-06-21T16:39:46.508960Z,3.4
2017-06-21T16:39:46.944228Z,3.8
2017-06-21T16:39:47.508004Z,0.5
2017-06-21T16:39:47.508960Z,7.2
2017-06-21T16:39:47.944234Z,3.9
2017-06-21T16:39:48.507019Z,0.5
2017-06-21T16:39:48.508960Z,3.6
2017-06-21T16:39:48.944259Z,4.2
2017-06-21T16:39:49.507044Z,0.5
2017-06-21T16:39:49.508960Z,3.8
2017-06-21T16:39:49.944271Z,4.0
2017-06-21T16:39:50.508068Z,0.6
2017-06-21T16:39:50.508960Z,3.4
2017-06-21T16:39:50.944297Z,3.7
2017-06-21T16:39:51.507083Z,0.7
2017-06-21T16:39:51.508960Z,3.4
2017-06-21T16:39:51.944322Z,3.7
2017-06-21T16:39:52.507107Z,0.7
2017-06-21T16:39:53.370652Z,3.4
2017-06-21T16:39:53.507132Z,0.7
2017-06-21T16:39:53.532132Z,3.7
2017-06-21T16:39:54.370650Z,3.4
2017-06-21T16:39:54.507023Z,1.4
2017-06-21T16:39:54.532144Z,3.7
2017-06-21T16:39:55.507043Z,10.1
2017-06-21T16:39:56.272193Z,8.2
2017-06-21T16:39:56.432401Z,11.8
2017-06-21T16:39:56.506885Z,9.7
2017-06-21T16:39:57.272192Z,7.7
2017-06-21T16:39:57.432424Z,10.6
2017-06-21T16:39:57.507084Z,8.2
2017-06-21T16:39:58.272192Z,7.7
2017-06-21T16:39:58.432450Z,9.0
2017-06-21T16:39:58.507096Z,7.4
2017-06-21T16:39:59.432458Z,7.2
2017-06-21T16:39:59.507119Z,7.2
2017-06-21T16:40:00.068191Z,4.0
2017-06-21T16:40:00.464485Z,6.7
2017-06-21T16:40:00.507143Z,7.2
2017-06-21T16:40:01.068191Z,4.6
2017-06-21T16:40:01.464499Z,6.2
2017-06-21T16:40:01.507153Z,7.0
2017-06-21T16:40:02.068191Z,3.9
2017-06-21T16:40:02.464313Z,6.6
2017-06-21T16:40:02.506712Z,7.3
2017-06-21T16:40:03.068191Z,4.2
2017-06-21T16:40:03.464318Z,6.4
2017-06-21T16:40:03.506730Z,7.0
2017-06-21T16:40:04.068191Z,4.4
2017-06-21T16:40:04.464341Z,6.4
2017-06-21T16:40:04.506714Z,7.0
2017-06-21T16:40:05.068191Z,4.0
2017-06-21T16:40:05.464364Z,6.6
2017-06-21T16:40:05.506734Z,7.2
2017-06-21T16:40:06.068191Z,4.5
2017-06-21T16:40:06.464373Z,6.2
2017-06-21T16:40:06.506756Z,7.0
2017-06-21T16:40:07.068191Z,4.0
2017-06-21T16:40:07.464399Z,6.5
2017-06-21T16:40:07.506766Z,7.1
2017-06-21T16:40:08.068191Z,4.0
2017-06-21T16:40:08.464418Z,6.7
2017-06-21T16:40:08.506788Z,7.2
2017-06-21T16:40:09.068191Z,4.6
2017-06-21T16:40:09.464307Z,6.1
2017-06-21T16:40:09.506798Z,7.1
2017-06-21T16:40:10.068191Z,3.9
2017-06-21T16:40:10.464322Z,6.5
2017-06-21T16:40:10.506820Z,7.2
2017-06-21T16:40:11.068191Z,4.1
2017-06-21T16:40:11.464348Z,6.6
2017-06-21T16:40:11.506843Z,7.1
2017-06-21T16:40:12.068191Z,4.5
2017-06-21T16:40:12.464369Z,6.3
2017-06-21T16:40:12.506865Z,7.0
2017-06-21T16:40:13.068190Z,3.9
2017-06-21T16:40:13.464382Z,6.5
2017-06-21T16:40:13.506872Z,7.2
2017-06-21T16:40:14.068191Z,4.2
2017-06-21T16:40:14.464511Z,6.5
2017-06-21T16:40:14.506894Z,7.1
2017-06-21T16:40:15.068190Z,4.5
2017-06-21T16:40:15.464422Z,6.3
2017-06-21T16:40:15.506916Z,7.0
2017-06-21T16:40:16.068190Z,3.8
2017-06-21T16:40:16.464553Z,6.2
2017-06-21T16:40:16.506924Z,7.2
2017-06-21T16:40:17.068191Z,3.8
2017-06-21T16:40:17.464447Z,6.2
2017-06-21T16:40:17.506945Z,7.0
2017-06-21T16:40:18.068191Z,4.0
2017-06-21T16:40:18.464583Z,6.2
2017-06-21T16:40:18.506966Z,7.0
2017-06-21T16:40:19.068191Z,3.8
2017-06-21T16:40:19.464476Z,6.2
2017-06-21T16:40:19.506974Z,7.0
2017-06-21T16:40:20.068191Z,3.8
2017-06-21T16:40:20.464625Z,6.2
2017-06-21T16:40:20.506995Z,7.2
2017-06-21T16:40:21.068191Z,3.8
2017-06-21T16:40:21.464517Z,6.3
2017-06-21T16:40:21.507016Z,8.1
2017-06-21T16:40:22.068191Z,3.8
2017-06-21T16:40:22.464532Z,6.6
2017-06-21T16:40:22.507023Z,8.3
2017-06-21T16:40:23.068191Z,3.7
2017-06-21T16:40:23.464550Z,6.2
2017-06-21T16:40:23.507068Z,7.3
2017-06-21T16:40:24.068191Z,3.7
2017-06-21T16:40:24.464670Z,6.2
2017-06-21T16:40:24.507061Z,7.0
2017-06-21T16:40:25.068191Z,3.7
2017-06-21T16:40:25.464684Z,6.3
2017-06-21T16:40:25.506706Z,7.0
2017-06-21T16:40:26.068192Z,3.7
2017-06-21T16:40:26.464573Z,6.2
2017-06-21T16:40:26.506727Z,7.0
2017-06-21T16:40:27.068191Z,3.8
2017-06-21T16:40:27.464593Z,6.2
2017-06-21T16:40:27.507084Z,7.0
2017-06-21T16:40:28.068191Z,3.7
2017-06-21T16:40:28.464595Z,6.2
