timestamp,CPU load in % for core VM-1160
2017-06-21T16:41:19.670927Z,0.1
2017-06-21T16:41:20.670927Z,0.1
2017-06-21T16:41:21.670927Z,0.1
2017-06-21T16:41:22.670927Z,0.1
2017-06-21T16:41:23.670927Z,0.1
2017-06-21T16:41:24.670927Z,0.1
2017-06-21T16:41:25.670928Z,0.1
2017-06-21T16:41:26.670929Z,0.1
2017-06-21T16:41:27.670935Z,0.1
2017-06-21T16:41:28.670928Z,0.1
2017-06-21T16:41:29.670929Z,0.1
2017-06-21T16:41:30.670928Z,0.1
2017-06-21T16:41:31.670928Z,0.1
2017-06-21T16:41:32.670929Z,0.1
2017-06-21T16:41:33.670928Z,0.1
2017-06-21T16:41:34.670929Z,0.1
2017-06-21T16:41:35.670928Z,0.1
2017-06-21T16:41:36.670928Z,0.1
2017-06-21T16:41:37.670928Z,0.1
2017-06-21T16:41:38.670929Z,0.1
2017-06-21T16:41:39.670928Z,0.1
2017-06-21T16:41:40.670927Z,0.1
2017-06-21T16:41:41.670928Z,0.1
2017-06-21T16:41:42.670927Z,0.1
2017-06-21T16:41:43.670927Z,0.1
2017-06-21T16:41:44.670927Z,0.1
2017-06-21T16:41:45.670927Z,0.1
2017-06-21T16:41:46.670927Z,0.1
2017-06-21T16:41:47.670927Z,0.1
2017-06-21T16:41:48.670928Z,0.1
2017-06-21T16:41:49.670928Z,0.1
2017-06-21T16:41:50.670927Z,0.1
2017-06-21T16:41:51.670928Z,0.1
2017-06-21T16:41:52.670927Z,0.1
2017-06-21T16:41:53.670927Z,0.1
2017-06-21T16:41:54.670927Z,0.1
2017-06-21T16:41:55.670927Z,0.1
2017-06-21T16:41:56.670926Z,0.1
2017-06-21T16:41:57.670927Z,0.1
2017-06-21T16:41:58.670927Z,0.1
2017-06-21T16:41:59.670926Z,0.1
2017-06-21T16:42:00.670927Z,0.1
2017-06-21T16:42:01.670927Z,0.1
2017-06-21T16:42:02.670927Z,0.1
2017-06-21T16:42:03.670927Z,0.1
2017-06-21T16:42:04.670927Z,0.1
2017-06-21T16:42:05.670926Z,0.1
2017-06-21T16:42:06.670927Z,0.1
2017-06-21T16:42:07.670926Z,0.1
2017-06-21T16:42:08.670928Z,0.1
2017-06-21T16:42:09.670928Z,0.1
2017-06-21T16:42:10.670929Z,0.1
2017-06-21T16:42:11.670928Z,0.1
2017-06-21T16:42:12.670929Z,0.1
2017-06-21T16:42:13.670928Z,0.1
2017-06-21T16:42:14.670929Z,0.1
2017-06-21T16:42:15.670928Z,0.1
2017-06-21T16:42:16.670928Z,0.1
2017-06-21T16:42:17.670929Z,0.1
2017-06-21T16:42:18.670929Z,0.1
2017-06-21T16:42:19.670928Z,0.1
2017-06-21T16:42:20.670929Z,0.1
2017-06-21T16:42:21.670929Z,0.1
2017-06-21T16:42:22.670928Z,0.1
2017-06-21T16:42:23.670928Z,0.1
2017-06-21T16:42:24.670928Z,0.1
2017-06-21T16:42:25.670928Z,0.1
2017-06-21T16:42:26.670928Z,0.1
2017-06-21T16:42:27.670928Z,0.1
2017-06-21T16:42:28.670928Z,0.1
2017-06-21T16:42:29.670928Z,0.1
2017-06-21T16:42:30.670927Z,0.1
2017-06-21T16:42:31.670928Z,0.1
2017-06-21T16:42:32.670928Z,0.1
2017-06-21T16:42:33.670928Z,0.1
2017-06-21T16:42:34.670929Z,0.1
2017-06-21T16:42:35.670928Z,0.1
2017-06-21T16:42:36.670928Z,0.1
2017-06-21T16:42:37.670928Z,0.1
2017-06-21T16:42:38.670927Z,0.1
2017-06-21T16:42:39.670927Z,0.1
2017-06-21T16:42:40.670926Z,0.1
2017-06-21T16:42:41.670927Z,0.1
2017-06-21T16:42:42.670927Z,0.1
2017-06-21T16:42:43.670927Z,0.1
2017-06-21T16:42:44.670927Z,0.1
2017-06-21T16:42:45.670927Z,0.1
2017-06-21T16:42:46.670927Z,0.1
2017-06-21T16:42:47.670926Z,0.1
2017-06-21T16:42:48.670927Z,0.1
2017-06-21T16:42:49.670926Z,0.1
2017-06-21T16:42:50.670928Z,0.1
2017-06-21T16:42:51.670928Z,0.1
2017-06-21T16:42:52.670927Z,0.1
2017-06-21T16:42:53.670928Z,0.1
2017-06-21T16:42:54.670928Z,0.1
2017-06-21T16:42:55.670928Z,0.1
2017-06-21T16:42:56.670928Z,0.1
2017-06-21T16:42:57.670929Z,0.1
2017-06-21T16:42:58.670929Z,0.1
2017-06-21T16:42:59.670929Z,0.1
2017-06-21T16:43:00.670928Z,0.1
2017-06-21T16:43:01.670927Z,0.1
2017-06-21T16:43:02.670927Z,0.1
2017-06-21T16:43:03.670927Z,0.1
2017-06-21T16:43:04.670928Z,0.1
2017-06-21T16:43:05.670928Z,0.1
2017-06-21T16:43:06.670929Z,0.1
2017-06-21T16:43:07.670928Z,0.1
2017-06-21T16:43:08.670928Z,0.1
2017-06-21T16:43:09.670928Z,0.1
2017-06-21T16:43:10.670928Z,0.1
2017-06-21T16:43:11.670927Z,0.1
2017-06-21T16:43:12.670927Z,0.1
2017-06-21T16:43:13.670927Z,0.1
2017-06-21T16:43:14.670927Z,0.1
2017-06-21T16:43:15.670927Z,0.1
2017-06-21T16:43:16.670927Z,0.1
2017-06-21T16:43:17.670927Z,0.1
2017-06-21T16:43:18.670927Z,0.1
2017-06-21T16:43:19.670927Z,0.1
2017-06-21T16:43:20.670928Z,0.1
2017-06-21T16:43:21.670927Z,0.1
2017-06-21T16:43:22.670927Z,0.1
2017-06-21T16:43:23.670927Z,0.1
2017-06-21T16:43:24.670927Z,0.1
2017-06-21T16:43:25.670927Z,0.1
2017-06-21T16:43:26.670927Z,0.1
2017-06-21T16:43:27.670927Z,0.1
