timestamp,CPU load in % for core FSP-1282
2017-06-21T16:39:29.586006Z,2.4
2017-06-21T16:39:30.586006Z,2.4
2017-06-21T16:39:31.586006Z,2.4
2017-06-21T16:39:26.330009Z,2.4
2017-06-21T16:39:27.330008Z,2.4
0001-01-01T00:00:08.109597Z,7.9
0001-01-01T00:00:09.109583Z,2.4
0001-01-01T00:00:10.109581Z,2.46
0001-01-01T00:00:11.109581Z,2.4
0001-01-01T00:00:12.109582Z,2.4
2017-06-21T16:39:07.330008Z,2.41
2017-06-21T16:39:08.330008Z,2.4
2017-06-21T16:39:09.330009Z,2.4
2017-06-21T16:39:10.330009Z,2.4
2017-06-21T16:39:11.330009Z,2.4
2017-06-21T16:39:12.330009Z,2.4
2017-06-21T16:39:13.330009Z,2.4
2017-06-21T16:39:14.330009Z,2.4
2017-06-21T16:39:15.330009Z,2.4
2017-06-21T16:39:16.330009Z,2.4
2017-06-21T16:39:36.586006Z,2.5
2017-06-21T16:39:37.586006Z,2.4
2017-06-21T16:39:38.586006Z,2.4
2017-06-21T16:39:39.586006Z,2.4
2017-06-21T16:39:40.586006Z,2.4
2017-06-21T16:39:41.586006Z,2.4
2017-06-21T16:39:42.586006Z,2.4
2017-06-21T16:39:43.586006Z,2.4
2017-06-21T16:39:44.586006Z,2.4
2017-06-21T16:39:45.586006Z,2.5
2017-06-21T16:39:46.586006Z,2.4
2017-06-21T16:39:47.586006Z,2.4
2017-06-21T16:39:48.586006Z,2.4
2017-06-21T16:39:49.586006Z,2.4
2017-06-21T16:39:50.586006Z,2.5
2017-06-21T16:39:51.586006Z,2.4
2017-06-21T16:39:52.586006Z,2.4
2017-06-21T16:39:53.586006Z,2.4
2017-06-21T16:39:54.586006Z,2.4
2017-06-21T16:39:55.586006Z,2.4
2017-06-21T16:39:56.586007Z,2.4
0001-01-01T00:00:12.008193Z,2.4
0001-01-01T00:00:13.008185Z,2.4
0001-01-01T00:00:14.008185Z,2.4
0001-01-01T00:00:15.008185Z,2.4
0001-01-01T00:00:16.008185Z,2.4
0001-01-01T00:00:17.008186Z,2.4
0001-01-01T00:00:18.008185Z,2.4
0001-01-01T00:00:19.008185Z,2.4
0001-01-01T00:00:20.008185Z,2.4
0001-01-01T00:00:21.008185Z,2.4
2017-06-21T16:39:19.330009Z,2.4
2017-06-21T16:39:20.330009Z,2.4
2017-06-21T16:39:21.330009Z,2.4
2017-06-21T16:39:22.330008Z,2.4
2017-06-21T16:39:23.330008Z,2.4
2017-06-21T16:39:24.330008Z,2.41
