timestamp,RLC throughput in kbps for core FSP-1274
2017-06-21 16:39:33.136081,0.0
2017-06-21 16:39:35.136081,0.0
2017-06-21 16:39:37.136081,0.0
2017-06-21 16:39:39.280077,0.0
2017-06-21 16:39:41.280077,0.0
2017-06-21 16:39:43.280077,0.0
2017-06-21 16:39:45.424077,0.0
2017-06-21 16:39:47.424077,0.0
2017-06-21 16:39:49.424077,0.0
2017-06-21 16:39:51.568077,0.0
2017-06-21 16:39:53.568077,0.0
2017-06-21 16:39:55.568077,0.0
