timestamp,RLC throughput in kbps for core FSP-1231
2017-06-21 16:39:33.134281,0.0
2017-06-21 16:39:35.134281,0.0
2017-06-21 16:39:37.134281,0.0
2017-06-21 16:39:39.278468,0.0
2017-06-21 16:39:41.278468,0.0
2017-06-21 16:39:43.278468,0.0
2017-06-21 16:39:45.422304,0.0
2017-06-21 16:39:47.422304,0.0
2017-06-21 16:39:49.422304,0.0
2017-06-21 16:39:51.566614,0.0
2017-06-21 16:39:53.566614,0.0
2017-06-21 16:39:55.566614,0.0
