timestamp,MAC throughput in kbps for core FSP-1233
2017-06-21 16:39:40.042734,0.0
2017-06-21 16:39:42.042737,0.0
2017-06-21 16:39:44.042747,0.0
2017-06-21 16:39:46.042756,0.0
2017-06-21 16:39:48.042766,0.0
2017-06-21 16:39:50.042775,0.05078125
2017-06-21 16:39:52.042785,0.0
2017-06-21 16:39:54.042800,0.0
2017-06-21 16:39:56.042821,62964.0390625
