timestamp,MAC throughput in kbps for core FSP-1253
2017-06-21 16:39:42.103159,0.0
2017-06-21 16:39:44.103162,0.0
2017-06-21 16:39:46.103172,0.0
2017-06-21 16:39:48.103182,0.0
2017-06-21 16:39:50.103191,0.05078125
2017-06-21 16:39:52.103201,0.0
2017-06-21 16:39:54.103211,0.0
2017-06-21 16:39:56.103222,2526.25
