timestamp,RLC throughput in kbps for core FSP-1242
2017-06-21 16:39:33.134277,0.0
2017-06-21 16:39:35.134277,0.0
2017-06-21 16:39:37.134277,0.0
2017-06-21 16:39:39.278469,0.0
2017-06-21 16:39:41.278469,0.0
2017-06-21 16:39:43.278469,0.0
2017-06-21 16:39:45.422300,0.0
2017-06-21 16:39:47.422300,0.0
2017-06-21 16:39:49.422300,0.0
2017-06-21 16:39:51.566604,0.0
2017-06-21 16:39:53.566604,0.0
2017-06-21 16:39:55.566604,0.0
